STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2015-Q1,,78779,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2015-Q1,,97.57871,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2015-Q1,,100.1247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q1,,2.236432,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2012-Q1,,76.64763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2012-Q1,,141826,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q1,,5.856128,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q1,,2.815192,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2012-Q1,,96.15625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2012-Q1,,95.97697,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2009-Q1,,2.736667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2009-Q1,,89.8593,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2009-Q1,,66843,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2009-Q1,,73.25906,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2009-Q1,,64.16249,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2009-Q1,,74656.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2009-Q1,,87.20718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2009-Q1,,90.14352,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2021-Q1,,111.7545,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2021-Q1,,70701.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2021-Q1,,73.29337,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2021-Q1,,79574,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2010-Q4,,139154.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q4,,62.08245,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q4,,70.90795,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2010-Q4,,73499.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2010-Q4,,105.2876,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2010-Q4,,89.4485,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2010-Q4,,0.28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2010-Q4,,94.63467,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q1,,7.966707,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2022-Q1,,113.3499,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2022-Q1,,119.8744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2022-Q1,,163.2194,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q1,,70.97103,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q1,,8.666385,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2022-Q1,,157680,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2022-Q1,,99.48533,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q1,,28.28304,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q1,,66.15285,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2022-Q1,,1.94,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q1,,6.303653,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2022-Q1,,135.8125,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2022-Q1,,100.8377,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2023-Q1,,125.4162,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2023-Q1,,75038.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2023-Q1,,76.39663,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2023-Q1,,85409.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2015-Q4,,70180.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2015-Q4,,-14.89074,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2015-Q4,,63.72149,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2015-Q4,,100.0911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2015-Q4,,98.65257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2015-Q4,,68.89623,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2009-Q4,,65557.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2009-Q4,,1.443934,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2009-Q4,,91.19683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2009-Q4,,79.29046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2009-Q4,,87.16769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2009-Q4,,2.171239,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2009-Q4,,-2.684548,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2009-Q4,,66.56507,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q2,,2.898055,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2012-Q2,,67.03587,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2012-Q2,,1.823333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2012-Q2,,94.77729,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2012-Q2,,142165.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2013-Q2,,0.1966667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2013-Q2,,99.27248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2013-Q2,,1.677449,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2013-Q2,,82.98594,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2013-Q2,,67543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2016-Q4,,-2.192477,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2016-Q4,,151968,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2016-Q4,,74.93704,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2016-Q4,,80783,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2016-Q4,,95.20425,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2016-Q4,,97.88798,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2016-Q4,,0.7666667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2016-Q4,,99.23959,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2015-Q2,,0.1533333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2015-Q2,,100.0351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2015-Q2,,1.762658,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2015-Q2,,99.00561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2015-Q2,,69622.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2011-Q1,,3.46,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2011-Q1,,92.03821,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2011-Q1,,65527,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q1,,71.29317,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q1,,62.12199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2011-Q1,,73901,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2011-Q1,,113.7932,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2011-Q1,,91.44275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q2,,68.03918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2014-Q2,,2.623333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2014-Q2,,98.20506,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q2,,2.2826,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2014-Q2,,145913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q3,,-9.315028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q3,,61.63667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2020-Q3,,0.65,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q3,,1.673194,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2020-Q3,,97.56853,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2020-Q3,,109.5982,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2020-Q3,,94.74783,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2020-Q3,,0.1533333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2020-Q3,,110.8393,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q4,,3.842078,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q4,,67.88379,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2020-Q4,,149914.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2020-Q4,,95.42583,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q4,,72.65019,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2020-Q4,,79458.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2020-Q4,,0.15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2019-Q2,,2.403333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2019-Q2,,1.811376,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2019-Q2,,122.3852,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2019-Q2,,73626.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q3,,-1.091215,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q3,,1.697784,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2012-Q3,,97.16462,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2012-Q3,,96.56176,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2012-Q3,,0.2666667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2012-Q3,,98.31516,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q4,,3.483832,,A,,,,,,,
